% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.955106271e+03 +2.493016271e+03 +2.493016271e+03 -3.0276e+00 -8.7870e-01 -2.6522e+00 -3.6157e+00 -1.2632e+00 +2.3669e+00 -2.3757e+00 -4.0119e+00 -1.5963e-01 +3.7339e+00 -3.9468e+00 +3.8811e+00 +1.1085e+00 -9.8717e-02 -1.2648e+00 +5.0015e-01 +3.4356e+00 -4.6924e+00 +8.9463e-01 -2.5585e+00
3 0 +1.314830152e+03 +8.527401521e+02 +8.527401521e+02 +3.9473e+00 +2.6135e+00 -1.9939e-01 -6.3396e-02 +3.2507e+00 +1.0160e+00 +2.5103e+00 +3.1367e+00 +5.3606e-01 +1.0499e+00 -1.2920e-01 +1.6808e+00 -2.4232e-01 -3.3870e+00 -2.2882e+00 +1.3494e+00 -1.6193e+00 -1.1728e+00 -1.9697e+00 -1.0353e-01
13 0 +1.106272802e+03 +6.441828021e+02 +6.441828021e+02 +4.8413e+00 -4.8006e+00 -2.3312e+00 +2.4759e+00 +3.1582e+00 -3.3772e+00 -5.6913e-01 -1.1715e-01 +1.5045e+00 +3.4673e+00 -3.6189e+00 -6.1589e-01 -2.8856e+00 -3.0346e+00 -2.5328e+00 +6.6654e-01 +5.7873e-01 -9.7532e-01 -4.6357e+00 +2.1658e-01
14 0 +9.946990665e+02 +5.326090665e+02 +5.326090665e+02 +3.5052e+00 +4.6579e+00 -3.3806e+00 -1.8966e+00 -4.4406e+00 +1.5393e+00 +8.9488e-01 -2.6199e+00 +3.4771e+00 +1.9915e-01 -2.7721e+00 +3.1391e-01 +1.6688e-01 +2.4251e+00 +2.5533e-01 -1.7275e+00 -1.4053e+00 +2.4576e+00 -3.9061e+00 +1.6622e+00
34 0 +8.590455693e+02 +3.969555693e+02 +3.969555693e+02 -4.6195e-01 -8.3191e-01 +4.4812e+00 +3.7066e+00 +1.0339e+00 +2.2336e+00 -4.6774e+00 +4.8628e+00 +2.1024e-01 +4.4833e+00 +1.6151e-01 +2.9233e-02 -3.9136e+00 -7.9410e-01 -4.3464e+00 -3.1042e+00 -3.5934e+00 +1.0491e+00 -3.6803e+00 +3.2881e+00
62 0 +8.354423017e+02 +3.733523017e+02 +3.733523017e+02 -7.7717e-01 -1.3308e+00 +4.0840e+00 +3.0437e+00 +6.9187e-01 +2.1282e+00 -4.7543e+00 +4.5080e+00 +9.3518e-03 +4.1972e+00 -1.6362e-01 -4.6374e-02 -4.4088e+00 -1.1629e+00 -4.5262e+00 -3.3390e+00 -3.8743e+00 +6.3466e-01 -3.9583e+00 +3.1842e+00
88 0 +8.175129367e+02 +3.554229367e+02 +3.554229367e+02 -2.8905e-01 -5.8513e-01 +4.9249e+00 +3.7545e+00 +1.4542e+00 +2.3374e+00 -4.1506e+00 +4.8877e+00 +2.9281e-01 +4.8222e+00 +2.2791e-01 +7.5580e-02 -3.6808e+00 -6.4447e-01 -4.0377e+00 -2.9859e+00 -3.3278e+00 +1.1706e+00 -3.1642e+00 +3.4572e+00
108 0 +7.487438178e+02 +2.866538178e+02 +2.866538178e+02 -2.0000e+00 -2.1674e+00 +9.4639e-01 +7.3028e-01 -8.8828e-01 -1.0962e-01 -4.1822e+00 +2.2591e+00 +9.2713e-02 +8.8836e-01 -1.7079e+00 -3.6185e-01 -3.8186e+00 -2.0661e+00 -5.0000e+00 -3.5240e+00 -3.7172e+00 -1.1752e+00 -3.6248e+00 +2.4730e+00
119 0 +7.119339677e+02 +2.498439677e+02 +2.498439677e+02 -1.2333e+00 -1.6182e+00 +3.3006e+00 +3.7146e+00 +8.4080e-01 +2.0152e+00 -5.0000e+00 +4.5566e+00 +1.0891e-01 +3.3525e+00 -3.2211e-02 -4.9575e-01 -3.6991e+00 -1.2361e+00 -4.1479e+00 -4.4370e+00 -3.9223e+00 +4.4711e-01 -3.1953e+00 +2.4950e+00
156 0 +6.904092709e+02 +2.283192709e+02 +2.283192709e+02 -1.1428e+00 -1.4899e+00 +3.3070e+00 +3.7856e+00 +8.7666e-01 +2.0375e+00 -4.9511e+00 +4.6421e+00 +1.7966e-01 +3.5020e+00 +8.1153e-03 -4.3765e-01 -3.5901e+00 -1.2320e+00 -4.0107e+00 -4.3474e+00 -3.8817e+00 +4.9093e-01 -3.1118e+00 +2.6154e+00
