% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.440830364e+09 +2.440829743e+09 +2.440829743e+09 +2.9654e+00 -3.1657e+00 +2.7969e+00 +9.6850e-01 -5.4167e-01 -4.0003e+00 -4.0751e-01 -1.6629e+00 -3.5713e+00 +1.5089e+00
2 0 +4.190092690e+08 +4.190086479e+08 +4.190086479e+08 -4.4359e+00 +2.2200e+00 +4.3855e+00 -4.9922e+00 +4.9221e+00 +1.1748e+00 +1.1165e+00 -4.9293e+00 -4.7694e+00 +2.4775e-01
3 0 +2.014423995e+08 +2.014417784e+08 +2.014417784e+08 -1.0014e+00 -4.5333e+00 +4.7376e+00 -2.6723e+00 -4.0939e+00 +1.1839e+00 -1.1754e+00 +4.8323e+00 -3.3237e-01 +3.5994e+00
5 0 +8.640007122e+07 +8.639945011e+07 +8.639945011e+07 +1.1000e+00 +3.3319e+00 -3.2664e+00 -1.0894e+00 -3.1776e+00 +2.5536e+00 -7.4844e-01 -2.9206e+00 +6.7700e-01 -4.6869e+00
12 0 +5.330838558e+07 +5.330776447e+07 +5.330776447e+07 +1.9478e+00 +3.8047e+00 +1.2435e+00 -2.0437e+00 -3.9451e+00 -4.3465e-01 -2.8156e+00 -8.3490e-01 +3.8328e+00 -1.7565e+00
48 0 +5.073912745e+07 +5.073850634e+07 +5.073850634e+07 -2.7976e+00 +2.1115e+00 +3.0950e+00 -1.5133e+00 -4.0382e+00 +2.0387e-01 -1.2131e+00 -1.9533e+00 +3.3771e+00 -4.3662e-01
98 0 +4.737410336e+07 +4.737348225e+07 +4.737348225e+07 +2.7552e-01 +3.3549e+00 +6.8999e-01 +1.0096e-01 -1.7290e+00 +1.3868e+00 +1.0596e+00 +1.9651e+00 +3.0842e+00 +2.1198e+00
102 0 +4.255333752e+07 +4.255271641e+07 +4.255271641e+07 -2.6353e-01 +3.8047e+00 +1.3442e+00 -4.9905e+00 -4.9369e-02 +1.4419e+00 -2.8242e+00 -8.2772e-01 +4.8341e+00 -7.8396e-01
105 0 +1.256081079e+07 +1.256018968e+07 +1.256018968e+07 -4.9496e-01 +3.2458e+00 +1.9462e+00 -4.8759e+00 +2.3792e-01 -1.6757e-03 +1.1403e+00 -8.8963e-01 -9.7513e-02 -1.4076e+00
165 0 +1.157315774e+07 +1.157253663e+07 +1.157253663e+07 +1.7393e-01 +3.3264e+00 +1.9041e+00 -4.8759e+00 -1.4275e+00 -1.6757e-03 +2.0496e+00 -1.1545e+00 -9.7513e-02 -1.4076e+00
206 0 +8.519882981e+06 +8.519261871e+06 +8.519261871e+06 +8.6405e-01 +4.5019e+00 +1.3177e+00 -3.5000e+00 +5.3641e-01 -1.2558e+00 +5.9501e-01 -2.3582e-01 +5.1077e-01 -1.1290e+00
285 0 +7.187045856e+06 +7.186424746e+06 +7.186424746e+06 +1.7393e-01 +3.3264e+00 +1.9041e+00 -4.8759e+00 -1.3505e+00 -1.4150e+00 +1.8325e+00 -9.2926e-01 +1.5239e+00 -1.7294e+00
315 0 +4.341198240e+06 +4.340577130e+06 +4.340577130e+06 -6.9168e-01 +4.2762e+00 +1.9041e+00 -4.8759e+00 -2.0009e+00 -1.4150e+00 +2.2937e+00 -9.2926e-01 +1.5239e+00 -5.6920e-01
330 0 +3.681150005e+06 +3.680528895e+06 +3.680528895e+06 -2.3103e-01 +4.7827e+00 -4.5420e-01 -4.2501e+00 -1.1882e+00 -1.8506e+00 +1.3058e+00 +4.5131e-01 +1.4009e+00 -5.5618e-01
365 0 +2.776824987e+06 +2.776203877e+06 +2.776203877e+06 -4.7455e-01 +3.0300e+00 +7.2558e-01 -3.4521e+00 -1.5832e+00 -1.6177e+00 +1.7947e+00 -2.1975e-01 +1.4596e+00 -5.8078e-01
468 0 +2.045756420e+06 +2.045135310e+06 +2.045135310e+06 -6.5934e-03 +3.9000e+00 +2.4219e-01 -4.3533e+00 -3.8338e-01 -1.4320e+00 +1.6113e+00 -1.2160e+00 +1.2685e+00 -8.2275e-01
575 0 +1.973621987e+06 +1.973000877e+06 +1.973000877e+06 -4.7455e-01 +3.2870e+00 +7.2558e-01 -3.8697e+00 -1.5832e+00 -1.6177e+00 +1.6888e+00 -2.1975e-01 +1.4596e+00 +1.1094e-02
651 0 +1.767344408e+06 +1.766723298e+06 +1.766723298e+06 -2.4773e-01 +4.2443e+00 -4.6045e-01 -4.1422e+00 +6.1723e-01 -1.8313e+00 +4.7667e-01 -6.6354e-01 +1.4556e+00 -3.4809e-01
660 0 +1.039290492e+06 +1.038669382e+06 +1.038669382e+06 -6.1062e-01 +4.1644e+00 -4.5420e-01 -4.2113e+00 -2.8629e-02 -1.9984e+00 +1.7501e+00 -1.3585e+00 +1.3936e+00 -3.2089e-01
690 0 +9.387126650e+05 +9.380915550e+05 +9.380915550e+05 -9.8740e-01 +4.1647e+00 +2.9998e-01 -4.2113e+00 -9.5128e-01 -1.9984e+00 +1.7501e+00 -1.3014e+00 +1.5314e+00 +8.6957e-02
725 0 +5.298994632e+05 +5.292783532e+05 +5.292783532e+05 -6.0994e-01 +3.7397e+00 +2.2417e-01 -3.9202e+00 -1.1607e+00 -2.3114e+00 +1.2971e+00 -5.2302e-01 +1.4680e+00 -4.0240e-01
798 0 +5.096297674e+05 +5.090086574e+05 +5.090086574e+05 -1.1150e+00 +3.9379e+00 +1.7285e-01 -3.9528e+00 +2.3172e-01 -2.3230e+00 +1.6813e+00 -9.2424e-01 +1.5366e+00 -1.7018e-01
845 0 +2.694314981e+05 +2.688103881e+05 +2.688103881e+05 -8.7803e-01 +4.0293e+00 +9.2575e-02 -3.9202e+00 +5.7712e-02 -2.3114e+00 +1.3911e+00 -5.2302e-01 +1.4504e+00 -4.0240e-01
961 0 +1.111744981e+05 +1.105533881e+05 +1.105533881e+05 -9.0047e-01 +4.0208e+00 +2.6329e-01 -3.9601e+00 -4.6893e-01 -2.3015e+00 +1.3781e+00 -5.1647e-01 +1.0390e+00 -4.4372e-01
