% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.050615125e+08 +3.050608914e+08 +3.050608914e+08 +1.9693e+00 -4.2909e+00 -1.4002e+00 -8.3437e-01 +2.6178e+00 -2.0035e+00 -4.2131e+00 -2.9218e+00 +2.6567e+00 +3.6471e+00
4 0 +1.857211325e+08 +1.857205114e+08 +1.857205114e+08 -2.3340e+00 -1.0680e+00 +3.5706e+00 +2.7829e+00 -8.7509e-01 +2.3449e+00 -4.7126e+00 +3.2688e+00 +4.5468e+00 +4.5782e+00
6 0 +1.747421633e+08 +1.747415422e+08 +1.747415422e+08 +4.6998e+00 -2.3725e+00 -9.8820e-01 -4.6070e+00 +4.4354e+00 +1.8316e+00 -3.8206e+00 -3.6125e-01 +4.8532e+00 -4.5420e-01
9 0 +1.231527900e+08 +1.231521689e+08 +1.231521689e+08 -4.6020e+00 +1.8198e+00 +8.4293e-01 -1.4296e+00 -1.2749e+00 +3.9617e+00 -2.9061e+00 -3.9492e+00 +5.9593e-02 +1.7356e+00
10 0 +1.083890646e+08 +1.083884435e+08 +1.083884435e+08 -3.7271e+00 +2.8654e+00 +2.2278e+00 +3.0216e+00 +1.3613e+00 -2.7973e+00 +3.7684e+00 +3.0434e-01 +4.0365e-01 -2.3497e+00
13 0 +7.381755643e+07 +7.381693532e+07 +7.381693532e+07 +4.8378e+00 +2.6232e+00 -1.1005e+00 -3.3122e+00 -3.2082e+00 +1.6061e+00 -5.2586e-01 +6.6646e-01 +3.1989e+00 +2.0858e+00
80 0 +6.790747994e+07 +6.790685883e+07 +6.790685883e+07 -1.4125e+00 +6.2655e-02 +4.0831e-01 -1.8944e+00 +1.8649e-01 -3.7101e+00 +1.0863e+00 +1.3365e+00 +5.1583e-01 +2.6686e+00
121 0 +4.634959703e+07 +4.634897592e+07 +4.634897592e+07 -3.7773e+00 +4.1454e+00 -1.9557e-01 -9.2788e-01 -1.0069e+00 -3.1666e+00 -2.8297e+00 -2.7934e-01 +1.3249e+00 +2.7525e+00
214 0 +4.365789180e+07 +4.365727069e+07 +4.365727069e+07 -3.1729e+00 +4.9734e+00 -1.6148e+00 -3.2321e+00 +3.9828e+00 +1.3236e+00 -1.1226e+00 -4.7066e+00 +2.8688e+00 -2.2633e+00
248 0 +4.337249037e+07 +4.337186926e+07 +4.337186926e+07 -2.2621e+00 +1.3188e+00 +4.2996e+00 -3.2812e+00 -1.4809e+00 -2.7623e-01 -1.6630e+00 -1.0148e+00 -2.6964e-01 +6.4461e-02
312 0 +2.910902025e+07 +2.910839914e+07 +2.910839914e+07 -1.9077e+00 +1.1742e+00 +3.0574e+00 -4.6000e+00 -3.9421e+00 -3.0319e+00 +1.4862e-01 -4.0395e-01 -1.1353e+00 +1.6585e-01
376 0 +2.777513348e+07 +2.777451237e+07 +2.777451237e+07 +1.8048e-01 +2.2263e+00 +3.6140e+00 -3.9325e+00 -2.5949e+00 -1.6597e+00 +3.0821e+00 +2.6686e+00 +1.1080e+00 -1.3722e+00
422 0 +2.686735593e+07 +2.686673482e+07 +2.686673482e+07 +6.7114e-01 +2.0608e+00 +2.6762e+00 -3.9391e+00 -4.8171e+00 -4.2713e-01 +3.1598e-01 +5.4512e-01 +4.8673e-01 +2.7848e+00
492 0 +2.518510092e+07 +2.518447981e+07 +2.518447981e+07 +1.3244e+00 +3.9146e+00 +3.1202e+00 -2.9231e+00 -1.1603e+00 -4.9942e-01 -1.0638e+00 +3.1988e-01 +1.9539e+00 +7.4243e-01
506 0 +1.113640180e+07 +1.113578069e+07 +1.113578069e+07 -1.3229e+00 +4.2542e+00 -9.8097e-02 -4.7888e+00 -4.2152e+00 -9.0826e-01 +2.0396e+00 -1.1663e+00 +6.5063e-01 +9.1222e-02
539 0 +9.072112874e+06 +9.071491764e+06 +9.071491764e+06 +1.0268e+00 +3.1737e+00 +9.7816e-01 -3.5142e+00 -1.4211e+00 -3.0368e+00 +2.7829e+00 -6.2981e-01 +2.3373e+00 -5.4603e-01
1053 0 +3.745173497e+06 +3.744552387e+06 +3.744552387e+06 -4.1476e-02 +3.4519e+00 +8.9387e-01 -4.4515e+00 -1.9334e+00 -3.1906e+00 +3.3224e+00 -4.7331e-01 +8.2471e-01 +4.0654e-01
1904 0 +2.374404158e+06 +2.373783048e+06 +2.373783048e+06 -1.9735e-01 +3.3990e+00 -8.1664e-02 -4.1840e+00 -5.7173e-01 -1.6174e+00 +1.5895e+00 -6.1575e-01 +4.4529e-01 -1.2087e+00
2917 0 +1.645937370e+06 +1.645316260e+06 +1.645316260e+06 -5.4085e-01 +3.9664e+00 +1.1887e+00 -3.8491e+00 -5.7825e-01 -2.5501e+00 +2.0176e+00 -1.2746e-01 +5.9021e-01 -7.5748e-01
2947 0 +1.324356071e+06 +1.323734961e+06 +1.323734961e+06 -6.0078e-01 +4.4741e+00 -4.2494e-01 -3.8279e+00 -8.6775e-02 -2.5657e+00 +9.4654e-01 -5.0789e-01 +1.3817e+00 -9.5713e-01
3170 0 +8.990641933e+05 +8.984430833e+05 +8.984430833e+05 -4.1753e-01 +4.1919e+00 +5.0496e-01 -4.2713e+00 -9.1369e-01 -2.1158e+00 +1.8634e+00 -9.5552e-01 +1.2370e+00 +3.9173e-01
3754 0 +4.334385599e+05 +4.328174499e+05 +4.328174499e+05 -1.1641e-02 +3.9550e+00 +1.4210e+00 -4.2761e+00 -1.8964e+00 -2.7652e+00 +1.7132e+00 -6.7002e-01 +6.7756e-01 -2.6188e-01
4677 0 +2.699316897e+05 +2.693105797e+05 +2.693105797e+05 -6.7805e-01 +3.5996e+00 +9.8046e-01 -4.3527e+00 -1.7399e+00 -2.5652e+00 +1.6426e+00 -5.7002e-01 +4.5007e-01 -4.3579e-01
5403 0 +1.932600739e+05 +1.926389639e+05 +1.926389639e+05 -1.0159e+00 +3.5810e+00 +1.4665e-01 -3.7510e+00 -6.2519e-01 -2.2807e+00 +1.3316e+00 -6.4778e-01 +9.3336e-01 -3.4146e-01
5479 0 +1.585600195e+05 +1.579389095e+05 +1.579389095e+05 -6.1724e-01 +3.7538e+00 +1.1337e+00 -4.3241e+00 -1.6014e+00 -2.6428e+00 +1.7423e+00 -4.7816e-01 +4.4315e-01 -2.4445e-01
5482 0 +1.495721936e+05 +1.489510836e+05 +1.489510836e+05 -5.4261e-01 +3.8896e+00 +3.9816e-01 -4.2784e+00 -9.4543e-01 -2.3435e+00 +1.4718e+00 -7.7783e-01 +9.2846e-01 -3.2502e-01
6151 0 +1.473336603e+05 +1.467125503e+05 +1.467125503e+05 -5.9163e-01 +4.1024e+00 +3.0076e-01 -4.0340e+00 -9.4543e-01 -2.3435e+00 +1.4718e+00 -7.7783e-01 +9.9818e-01 -5.1468e-01
6179 0 +8.446338082e+04 +8.384227082e+04 +8.384227082e+04 -6.5843e-01 +3.8343e+00 +6.2170e-01 -4.0748e+00 -8.9682e-01 -2.3146e+00 +1.5533e+00 -8.7217e-01 +8.7045e-01 -1.1723e-01
6863 0 +7.736451483e+04 +7.674340483e+04 +7.674340483e+04 -6.1582e-01 +3.9371e+00 +7.8919e-01 -4.2610e+00 -1.3787e+00 -2.4240e+00 +1.4586e+00 -6.7720e-01 +5.3884e-01 -2.1307e-01
7073 0 +7.476486625e+04 +7.414375625e+04 +7.414375625e+04 -8.8138e-01 +3.9751e+00 +8.7286e-02 -3.9136e+00 -2.3974e-01 -2.1769e+00 +1.5811e+00 -6.9011e-01 +1.1279e+00 -3.1449e-01
7424 0 +4.885705544e+04 +4.823594544e+04 +4.823594544e+04 -8.7406e-01 +4.0411e+00 +5.7191e-02 -3.7630e+00 -1.9899e-01 -2.1046e+00 +1.4720e+00 -6.9845e-01 +1.0991e+00 -1.8163e-01
8089 0 +4.032247397e+04 +3.970136397e+04 +3.970136397e+04 -8.3397e-01 +3.9991e+00 +3.0023e-01 -3.8838e+00 -4.6638e-01 -2.2004e+00 +1.5277e+00 -6.6924e-01 +1.0310e+00 -2.0680e-01
8298 0 +2.253601675e+04 +2.191490675e+04 +2.191490675e+04 -9.0163e-01 +3.9561e+00 +4.1575e-02 -3.7681e+00 -3.2642e-01 -2.1129e+00 +1.3588e+00 -8.1220e-01 +1.2742e+00 -2.3979e-01
9283 0 +1.903081859e+04 +1.840970859e+04 +1.840970859e+04 -1.0373e+00 +4.0150e+00 -2.1626e-01 -3.6525e+00 -7.9726e-02 -1.9731e+00 +1.2453e+00 -8.1747e-01 +1.3888e+00 -3.4391e-01
9860 0 +1.548725597e+04 +1.486614597e+04 +1.486614597e+04 -1.0526e+00 +4.0317e+00 -2.7763e-01 -3.6034e+00 +2.3271e-01 -1.8908e+00 +1.1468e+00 -8.1111e-01 +1.4476e+00 -3.4242e-01
9927 0 +1.256629525e+04 +1.194518525e+04 +1.194518525e+04 -9.9462e-01 +4.0144e+00 -1.4161e-01 -3.7505e+00 -9.0404e-02 -1.9941e+00 +1.3575e+00 -7.8099e-01 +1.2334e+00 -2.9253e-01
9932 0 +9.236991920e+03 +8.615881920e+03 +8.615881920e+03 -1.0425e+00 +3.9895e+00 -1.1926e-01 -3.6777e+00 +1.3898e-02 -2.0084e+00 +1.3299e+00 -7.2817e-01 +1.3693e+00 -3.4516e-01
10714 0 +8.128935751e+03 +7.507825751e+03 +7.507825751e+03 -1.0419e+00 +4.0105e+00 -1.7380e-01 -3.6513e+00 +6.6882e-02 -1.9352e+00 +1.2623e+00 -6.9160e-01 +1.3727e+00 -3.5199e-01
10992 0 +5.718188680e+03 +5.097078680e+03 +5.097078680e+03 -1.0203e+00 +4.0056e+00 -3.5806e-02 -3.7302e+00 -1.9151e-01 -2.0409e+00 +1.3700e+00 -7.6615e-01 +1.2297e+00 -3.5628e-01
