% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.056894614e+01 +1.050568946e+03 +1.050568946e+03 -4.3062e+00 +3.0611e+00 +1.2507e+00
9 0 +4.365078098e+01 +1.043650781e+03 +1.043650781e+03 -3.2365e+00 +3.3197e+00 +2.2562e+00
12 0 +3.271169030e+01 +1.032711690e+03 +1.032711690e+03 -3.2139e+00 +3.6096e+00 +2.7948e+00
59 0 +1.613448265e+01 +1.016134483e+03 +1.016134483e+03 -4.2483e+00 +3.3197e+00 +2.2562e+00
129 0 +9.599293239e+00 +1.009599293e+03 +1.009599293e+03 -3.1029e+00 +1.7425e+00 +3.9577e+00
318 0 +7.352481888e+00 +1.007352482e+03 +1.007352482e+03 -2.3671e+00 +2.6098e+00 +4.0957e+00
491 0 +5.886695871e+00 +1.005886696e+03 +1.005886696e+03 -3.1031e+00 +3.0277e+00 +3.5371e+00
973 0 +3.807544649e+00 +1.003807545e+03 +1.003807545e+03 -4.2282e+00 +2.8285e+00 +2.7908e+00
1241 0 +1.718442002e+00 +1.001718442e+03 +1.001718442e+03 -3.1031e+00 +3.0277e+00 +3.5774e+00
1937 0 +1.607337914e+00 +1.001607338e+03 +1.001607338e+03 -3.3898e+00 +2.5366e+00 +3.6190e+00
3441 0 +1.533024959e+00 +1.001533025e+03 +1.001533025e+03 -3.0217e+00 +3.0277e+00 +3.6309e+00
3724 0 +1.030420040e+00 +1.001030420e+03 +1.001030420e+03 -2.7229e+00 +3.0510e+00 +4.2111e+00
4040 0 +6.857005698e-01 +1.000685701e+03 +1.000685701e+03 -3.0600e+00 +2.9729e+00 +3.6534e+00
5790 0 +4.969374870e-01 +1.000496937e+03 +1.000496937e+03 -3.0403e+00 +2.9729e+00 +3.6534e+00
6886 0 +3.231549587e-01 +1.000323155e+03 +1.000323155e+03 -3.0481e+00 +3.0234e+00 +3.6453e+00
7197 0 +2.825484898e-01 +1.000282548e+03 +1.000282548e+03 -3.0345e+00 +3.0152e+00 +3.6531e+00
7285 0 +8.752966825e-02 +1.000087530e+03 +1.000087530e+03 -3.0562e+00 +3.0144e+00 +3.6395e+00
8135 0 +6.807550703e-02 +1.000068076e+03 +1.000068076e+03 -3.0562e+00 +3.0129e+00 +3.6395e+00
8492 0 +4.358804963e-02 +1.000043588e+03 +1.000043588e+03 -3.0524e+00 +3.0042e+00 +3.6469e+00
8711 0 +4.168904826e-02 +1.000041689e+03 +1.000041689e+03 -3.0514e+00 +3.0077e+00 +3.6443e+00
8735 0 +2.124362795e-03 +1.000002124e+03 +1.000002124e+03 -3.0551e+00 +3.0023e+00 +3.6395e+00
9035 0 +1.743892936e-03 +1.000001744e+03 +1.000001744e+03 -3.0551e+00 +3.0027e+00 +3.6404e+00
9285 0 +1.699320951e-03 +1.000001699e+03 +1.000001699e+03 -3.0551e+00 +3.0026e+00 +3.6404e+00
9860 0 +1.650178630e-03 +1.000001650e+03 +1.000001650e+03 -3.0546e+00 +3.0017e+00 +3.6402e+00
9923 0 +1.397187054e-03 +1.000001397e+03 +1.000001397e+03 -3.0572e+00 +3.0032e+00 +3.6387e+00
9936 0 +8.984496501e-04 +1.000000898e+03 +1.000000898e+03 -3.0554e+00 +3.0007e+00 +3.6401e+00
9964 0 +3.669875950e-04 +1.000000367e+03 +1.000000367e+03 -3.0559e+00 +3.0015e+00 +3.6395e+00
10119 0 +2.850629747e-04 +1.000000285e+03 +1.000000285e+03 -3.0559e+00 +3.0011e+00 +3.6398e+00
10211 0 +1.592362720e-04 +1.000000159e+03 +1.000000159e+03 -3.0566e+00 +3.0020e+00 +3.6391e+00
10283 0 +1.163062760e-04 +1.000000116e+03 +1.000000116e+03 -3.0569e+00 +3.0020e+00 +3.6389e+00
10556 0 +6.438426237e-05 +1.000000064e+03 +1.000000064e+03 -3.0564e+00 +3.0014e+00 +3.6395e+00
10569 0 +6.108311845e-05 +1.000000061e+03 +1.000000061e+03 -3.0567e+00 +3.0016e+00 +3.6395e+00
10727 0 +3.380889143e-05 +1.000000034e+03 +1.000000034e+03 -3.0571e+00 +3.0016e+00 +3.6391e+00
10886 0 +1.759510258e-05 +1.000000018e+03 +1.000000018e+03 -3.0570e+00 +3.0016e+00 +3.6390e+00
10913 0 +5.721632078e-06 +1.000000006e+03 +1.000000006e+03 -3.0569e+00 +3.0017e+00 +3.6392e+00
11047 0 +4.310341069e-06 +1.000000004e+03 +1.000000004e+03 -3.0568e+00 +3.0017e+00 +3.6391e+00
11297 0 +3.923604140e-06 +1.000000004e+03 +1.000000004e+03 -3.0568e+00 +3.0015e+00 +3.6392e+00
11348 0 +1.408497042e-06 +1.000000001e+03 +1.000000001e+03 -3.0568e+00 +3.0016e+00 +3.6392e+00
11618 0 +1.143539862e-06 +1.000000001e+03 +1.000000001e+03 -3.0568e+00 +3.0016e+00 +3.6392e+00
11656 0 +4.575509820e-07 +1.000000000e+03 +1.000000000e+03 -3.0568e+00 +3.0016e+00 +3.6392e+00
